title,company,location,salary_min,salary_max,description,role_category
Machine Learning engineer,Carmozo,"Bangalore, Karnataka",300000.0,500000.0,"Carmozo.com is a market place service company that addresses car care needs. We connect car owners to mechanics/workshops . We are operational in Bangalore and Hyderabad. Requirements 1) Experience with Image processing frameworks , pattern matching algorithms, 2) Experience with machine learning toolkits Skills: Image processing, Machine Learning (ML) and Python",machine learning engineer
Machine Learning Engineer,Topcoder,"Noida, Ghaziabad",,,"Primary Tech Stack: Python, TensorFlow / PyTorch, Scikit-learn, Feature Engineering, Hyperparameter Tuning, ML Pipeline Development, Model Ops / MLOps Secondary Tech Stack: Data Engineering, Pandas / NumPy, Cloud ML Services (Azure ML / AWS SageMaker / GCP AI Platform) Requirements: 3–5 years of experience tuning and deploying ML models Strong Python skills with experience in ML frameworks (TensorFlow / PyTorch) Hands-on experience creating end-to-end ML pipelines Demonstrable experience buildi…",machine learning engineer
Machine Learning Engineer,Peenak Business solutions,"Mumbai, Maharashtra",1000000.0,1500000.0,"The Role: As an ML Engineer at TIFIN, you will be responsible for driving research and innovation in a result-oriented direction. Your role will involve staying updated on the latest research trends and exploring advancements in Natural Language Understanding (NLU) and their applications in conversational AI. You will also play a mentoring role and contribute to improving NLU capabilities using transfer learning from historical conversational data. Requirements: Experience with training and fin…",machine learning engineer
Machine Learning Engineer,Top Closers,"Bangalore, Karnataka",,,"At Navatech Labs , we are transforming high-risk industries, starting with the construction sector, by leveraging cutting-edge AI solutions . Our groundbreaking AI-driven product, nAI, is revolutionising health and safety management through intuitive, conversational interfaces, ensuring that the future of construction is safer, smarter, and more efficient. We are seeking a visionary AI Engineer with expertise in Generative AI , Natural Language Processing (NLP) , and Large Language Models (LLMs…",machine learning engineer
Machine Learning Engineer,Qrata,India,700000.0,2200000.0,"6 years of applied machine learning experience with a focus on natural language processing. Some of our current projects require knowledge of natural language generation. o 3 years of software engineering experience. o Advanced knowledge of Python, with 2 years in a production environment. o Experience with practical applications of deep learning. o Experience with agile, test-driven development, continuous integration, and automated testing. o Experience with productionizing machine learning m…",machine learning engineer
Machine Learning Engineer,Edu Angels India Private Limited,"Mumbai, Maharashtra",3000000.0,4000000.0,"Responsibilities Work on execution and scheduling of all tasks related to assigned projects' deliverable dates Optimize and debug existing codes to make them scalable and improve performance Design, development, and delivery of tested code and machine learning models into production environments Work effectively in teams, managing and leading teams Provide effective, constructive feedback to the delivery leader Manage client expectations and work with an agile mindset with machine learning and …",machine learning engineer
Machine Learning Engineer,AVE-Promagne Business Solutions LLP,"Chennai, Tamil Nadu",600000.0,2000000.0,Responsibilities: • Charting learning journeys with knowledge graphs. • Predicting memory decay based upon an advanced cognitive model. • Ensure content quality via study behavior anomaly detection. • Recommend tags using NLP for complex knowledge. • Auto-associate concept maps from loosely structured data. • Predict knowledge mastery. • Search query personalization. Requirements: • 6 years experience in AI/ML with end-to-end implementation. • Excellent communication and interpersonal skills. •…,machine learning engineer
Machine Learning Engineer,Carsome,India,2000000.0,3000000.0,"Carsome is a growing startup that is utilising data to improve the experience of second hand car shoppers. This involves developing, deploying & maintaining machine learning models that are used to improve our customers' experience. We are looking for candidates who are aware of the machine learning project lifecycle and can help managing ML deployments. Responsibilities: - Write and maintain production level code in Python for deploying machine learning models - Create and maintain deployment …",machine learning engineer
Machine Learning Engineer,Quantiphi Inc.,"Mumbai, Maharashtra",400000.0,1500000.0,"1. The candidate should be passionate about machine learning and deep learning. 2. Should understand the importance and know-how of taking the machine-learning-based solution to the consumer. 3. Hands-on experience with statistical, machine-learning tools and techniques 4. Good exposure to Deep learning libraries like Tensorflow, PyTorch. 5. Experience in implementing Deep Learning techniques, Computer Vision and NLP. The candidate should be able to develop the solution from scratch with Github…",machine learning engineer
Machine Learning Engineer,FlexAbility,"Hyderabad, Telangana",1500000.0,3500000.0,"Required skill Around 6- 8.5 years of experience and around 4 years in AI / Machine learning space Extensive experience in designing large scale machine learning solution for the ML use case, large scale deployments and establishing continues automated improvement / retraining framework. Strong experience in Python and Java is required. Hands on experience on Scikit-learn, Pandas, NLTK Experience in Handling of Timeseries data and associated techniques like Prophet, LSTM Experience in Regressio…",machine learning engineer
Machine Learning Engineer,CES Information Technologies,"Hyderabad, Telangana",0.0,1500000.0,"o Critical thinking mind who likes to solve complex problems, loves programming, and cherishes to work in a fast-paced environment. o Strong Python development skills, with 7 yrs. experience with SQL. o A bachelor or master’s degree in Computer Science or related areas o 5 years of experience in data integration and pipeline development o Experience in Implementing Databricks Delta lake and data lake o Expertise designing and implementing data pipelines using modern data engineering approach an…",machine learning engineer
Machine Learning Engineer,Hammoq,India,0.0,900000.0,"Roles and Responsibilities ● Working on an awesome AI product for the eCommerce domain. ● Build the next-generation information extraction, computer vision product powered by state-of-the-art AI and Deep Learning techniques. ● Work with an international top-notch engineering team with full commitment to Machine Learning development. Desired Candidate Profile ● Passionate about search &amp; AI technologies. Open to collaborating with colleagues &amp; external contributors. ● Good understanding o…",machine learning engineer
Machine Learning Engineer,Deemsoft,"Bangalore, Karnataka",600000.0,2000000.0,"BS/Masters in Computer Science with 4 years of experience. Excellent knowledge in algorithms and data structures and implementing them in Java. Experience in distributed systems architectures, including multithreading & concurrency issues. Experience working in Agile/Scrum environment is desired. Exceptional debugging, testing, and problem-solving skills. Self-starter, with quick learning curve. Strong written and verbal communication skills and an ability and interest to mentor other junior en…",machine learning engineer
Machine Learning Engineer,SIlverPeople Consulting,"Mumbai, Maharashtra",0.0,2700000.0,"ML Engineer-Analyst/ Senior Analyst Job purpose: To design and develop machine learning and deep learning systems. Run machine learning tests andexperiments and implementing appropriate ML algorithms. Works cross-functionally with the Data Scientists, Software application developers and business groups for the development of innovative ML models. Use Agile experience to work collaboratively with other Managers/Owners in geographically distributed teams. Accountabilities: Work with Data Scientis…",machine learning engineer
Machine Learning Engineer,CloudMoyo,"Pune, Maharashtra",1000000.0,2000000.0,"Job Description: Roles & Responsibilities: · You will be involved in every part of the project lifecycle, right from identifying the business problem and proposing a solution, to data collection, cleaning, and preprocessing, to training and optimizing ML/DL models and deploying them to production. · You will often be required to design and execute proof-of-concept projects that can demonstrate business value and build confidence with CloudMoyo’s clients. · You will be involved in designing and …",machine learning engineer
Machine Learning Engineer,Aikon Labs Private Limited,"Pune, Maharashtra",100000.0,800000.0,"About us Aikon Labs Pvt Ltd is a start-up focused on Realizing Ideas. One such idea is iEngage.io , our Intelligent Engagement Platform. We leverage Augmented Intelligence, a combination of machine-driven insights & human understanding, to serve a timely response to every interaction from the people you care about. Get in touch If you are interested. Do you have a passion to be a part of an innovative startup? Here’s an opportunity for you - become an active member of our core platform developm…",machine learning engineer
Machine Learning Engineer,Fox,India,,,"OVERVIEW OF THE COMPANY Fox Corporation Under the FOX banner, we produce and distribute content through some of the world’s leading and most valued brands, including: FOX News Media, FOX Sports, FOX Entertainment, FOX Television Stations and Tubi Media Group. We empower a diverse range of creators to imagine and develop culturally significant content, while building an organization that thrives on creative ideas, operational expertise and strategic thinking. JOB DESCRIPTION OVERVIEW OF THE COMP…",machine learning engineer
Machine Learning Engineer,Ampera Technologies,"Bangalore, Karnataka",,,"Job Description: 1. Machine Learning Development & Deployment · Design and implement supervised and unsupervised models for predictive analytics, including churn prediction, demand forecasting, renewal risk scoring, and cross sell/upsell opportunity identification. · Translate business problems into ML frameworks and production solutions that improve efficiency, revenue, or customer experience. · Build, optimize, and maintain ML pipelines using tools such as MLflow, Airflow, or Kubeflow. 2. Cro…",machine learning engineer
Machine Learning Engineer,Augury,"Bangalore, Karnataka",,,"Our mission is to transform how people and machines work together to push the boundaries of human productivity. A leader in Industrial AI, Augury helps the world’s manufacturers leverage real-time production insights to drive new levels of efficiency. Combining predictive and prescriptive AI technology with industry expertise, production teams can proactively address alerts, minimize downtime, reduce asset costs, and maximize yield and capacity. Our customers achieve payback in six months or le…",machine learning engineer
Machine Learning Engineer,Delta IoT Solutions Pvt Ltd,"Maharashtra, India",,,Position Specific Duties Develop and implement Machine Learning and adjacent AI features. Collaborate with cross-functional teams. Optimize model performance. Support deployment activities. Required Skills Python Programming Core Machine Learning Fundamentals PyTorch Framework Computer Vision Basics Data Handling and Data Processing Fundamentals Role Summary: We are looking for a professional with 5 years of experience in Machine Learning development. The candidate should possess strong Python …,machine learning engineer
Machine Learning Engineer,Phenom People,"Hyderabad, Telangana",,,"Key Responsibilities: Design, develop, and deploy machine learning algorithms and models to improve product functionality and performance. Collaborate with cross-functional teams to translate business requirements into scalable technical solutions. Conduct research on emerging machine learning techniques and integrate cutting-edge advancements into products. Design, fine-tune, and customize LLMs and SLMs on domain-specific datasets to solve targeted business problems. Implement efficient model …",machine learning engineer
Machine Learning Engineer,CodeStellars,"Bangalore, Karnataka",,,"Let's Build Something Amazing Ready to turn your vision into reality? We'd love to hear about your project and discuss how we can help you achieve your goals. Email Us Get in touch via email hello@codestellars.in Call Us Speak with our team 91 887 262 956 Visit Us Our office location Bangalore, India Innovation Hub Start Your Project Tell us about your vision, and we'll get back to you within 24 hours with a personalized proposal. Full Name * Email Address * Company Phone Number Service Interes…",machine learning engineer
Machine Learning Engineer,Solventum,India,,,"Thank you for your interest in joining Solventum. Solventum is a new healthcare company with a long legacy of solving big challenges that improve lives and help healthcare professionals perform at their best. At Solventum, people are at the heart of every innovation we pursue. Guided by empathy, insight, and clinical intelligence, we collaborate with the best minds in healthcare to address our customers’ toughest challenges. While we continue updating the Solventum Careers Page and applicant ma…",machine learning engineer
Machine Learning Engineer,Right Advisors,"Bangalore, Karnataka",,,"Job Description: Proficiency with python and the python ML tool kit along with DL frameworks Experience with working on end to end solutions and comfortable with cloud based ML-Ops pipelines Experience fine-tuning deep learning models including LLMs Experience with GPUs and understanding of balancing costs at both training and inference Comfortable in deploying end to end data science focused solutions with challenging data sets Proficiency/experience with ML deployment strategies, micro servic…",machine learning engineer
Machine Learning Engineer,Ubifly Technologies Pvt Ltd,"Kanchipuram, Tamil Nadu",,,"About The ePlane Company The ePlane Company is at the forefront of India's urban air mobility revolution. Incubated at IIT Madras, we are a deep-tech startup dedicated to designing and building the world's most compact electric flying taxi. Our mission is to make door-to-door flying a reality, drastically reducing commute times and decongesting our cities for a cleaner, greener future. We're a passionate team of engineers, designers, and visionaries working on cutting-edge technology, and we're…",machine learning engineer
Project Manager (AI),Intellicore Consulting Group,India,,,"Intellicore is a global services provider with a focus exclusively on delivering world class services in the domains of Oracle Enterprise Resource Planning, Enterprise Performance Management, Business Intelligence & Analytics and Digital Transformations. You can learn more about our offerings by visiting our website: https://www.intellicorecg.com/ Job Title: Project Manager – AI & Machine Learning Location: Bangalore, Pune Job Summary We are seeking an experienced Project Manager – AI & Machine…",machine learning engineer
Senior Machine learning Engineer,Bosch Group,"Bangalore, Karnataka",,,"Job Description As a Senior Machine learning Engineer in the Perception team, you will play a pivotal role in building and maintaining the backbone of our L2 ADAS stack. This senior role calls for an experienced engineer who can think critically, execute independently, and deliver results on scalable deep learning infrastructure, optimize massive data ingestion pipelines, and ensure maximum efficiency across our compute clusters. You will be responsible for the entire DL infrastructure lifecycl…",machine learning engineer
Machine Learning Engineer Intern,Branch International,India,,,"Branch Overview Branch is a leading AI-powered lending fintech with 50M downloads across India and Africa. We use alternative data and machine learning to expand financial access for millions of people traditionally excluded from the formal financial system. Founded by the former CEO of Kiva.org and backed by leading investors including Andreessen Horowitz, Visa, and the IFC, Branch combines mission-driven impact with world-class technology and scale. In India, Branch operates as a regulated di…",machine learning engineer
Machine Learning Engineer_6yrs,Zorba Consulting India,India,1440000.0,1920000.0,"Role - AI/ML Engineer Location - PAN INDIA About the Opportunity Join a fast-growing tech consultancy driving AI innovation for enterprise clients across India. We build and deploy scalable machine learning systems that solve real-world business challenges—from predictive analytics and NLP pipelines to computer vision and recommendation engines. You’ll work directly with global brands, deploying production-grade ML models using modern cloud infrastructure and MLOps best practices. Role & Respon…",machine learning engineer
Senior Machine Learning Engineer,NeoGenCode Technologies Pvt Ltd,"Chennai, Tamil Nadu",1000000.0,2600000.0,"Job Title : Senior Machine Learning Engineer Experience : 8 Years Location : Chennai Notice Period : Immediate Joiners Only Work Mode : Hybrid Job Summary : We are seeking an experienced Machine Learning Engineer with a strong background in Python, ML algorithms, and data-driven development. The ideal candidate should have hands-on experience with popular ML frameworks and tools, solid understanding of clustering and classification techniques, and be comfortable working in Unix-based environmen…",machine learning engineer
Lead Machine Learning Engineer,Haleon,"Bangalore, Karnataka",,,"Key Responsibilities: Team Leadership & Hiring: Lead recruitment efforts for Machine Learning Engineers (MLEs) within GCC IN. Support talent acquisition for other Data Technology functions. Build and retain a high-performing team of ML Engineers. Coaching & Development: Mentor and coach team members to foster technical excellence. Cultivate a high-impact, collaborative engineering culture. ML Standards & Best Practices: Contribute to the definition and implementation of ML standards within Hale…",machine learning engineer
Sr Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"Career Category Engineering Job Description ABOUT THE ROLE We are seeking a Senior Machine Learning Engineer, Forecasting to join the Forecasting team within the AI & Data organization. This role will design, build, deploy, and maintain scalable machine learning systems that power forecasting capabilities and uncertainty-aware decision support across the company. This senior member of the team will work cross-functionally to translate advanced forecasting methods into reliable, production-grade…",machine learning engineer
Sr Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"ABOUT THE ROLE We are seeking a Senior Machine Learning Engineer, Forecasting to join the Forecasting team within the AI & Data organization. This role will design, build, deploy, and maintain scalable machine learning systems that power forecasting capabilities and uncertainty-aware decision support across the company. This senior member of the team will work cross-functionally to translate advanced forecasting methods into reliable, production-grade solutions that support critical business pr…",machine learning engineer
Senior Machine Learning Engineer,Quantiphi,India,,,"While technology is the heart of our business, a global and diverse culture is the heart of our success. We love our people and we take pride in catering them to a culture built on transparency, diversity, integrity, learning and growth. If working in an environment that encourages you to innovate and excel, not just in professional but personal life, interests you- you would enjoy your career with Quantiphi! Role : Senior Machine Learnings Engineer (AWS) Experience : 3-6 Years Location : Mumba…",machine learning engineer
Sr Machine Learning Engineer,TrumetricAI,"Bangalore, Karnataka",1500000.0,3000000.0,"Senior Machine Learning Engineer About the Role We are looking for a Senior Machine Learning Engineer who can take business problems , design appropriate machine learning solutions, and make them work reliably in production environments . This role is ideal for someone who not only understands machine learning models, but also knows when and how ML should be applied , what trade-offs to make, and how to take ownership from problem understanding to production deployment . Beyond technical skills…",machine learning engineer
Sr Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"Career Category Engineering Job Description ABOUT AMGEN Amgen harnesses the best of biology and technology to fight the world’s toughest diseases, and make people’s lives easier, fuller and longer. We discover, develop, manufacture and deliver innovative medicines to help millions of patients. Amgen helped establish the biotechnology industry more than 40 years ago and remains on the cutting-edge of innovation, using technology and human genetic data to push beyond what’s known today. ABOUT THE…",machine learning engineer
Sr Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"ABOUT AMGEN Amgen harnesses the best of biology and technology to fight the world's toughest diseases, and make people's lives easier, fuller and longer. We discover, develop, manufacture and deliver innovative medicines to help millions of patients. Amgen helped establish the biotechnology industry more than 40 years ago and remains on the cutting-edge of innovation, using technology and human genetic data to push beyond what's known today. ABOUT THE ROLE We are seeking a Senior Machine Learni…",machine learning engineer
Machine Learning Engineer IV,Brightstar Lottery,"Hyderabad, Telangana",,,"Machine Learning Engineer IV Location: Hyderabad, IN, 500 081 Requisition ID: 17909 Brightstar is an innovative, forward-thinking global leader in lottery that builds on our renowned expertise in delivering secure technology and producing reliable, comprehensive solutions for our customers. As a premier pure play global lottery company, our best-in-class lottery operations, retail and digital solutions, and award-winning lottery games enable our customers to achieve their goals, fulfill player …",machine learning engineer
Senior Machine Learning Engineer,Thoughtworks,"Bangalore, Karnataka",,,"Senior Machine Learning Engineers at Thoughtworks build, maintain and test the architecture and infrastructure for managing machine learning applications. They are involved in supporting and contributing to the design of the end-to-end applications and products. They are responsible for building core capabilities including technical and functional machine learning systems and applications, being the anchor for functional streams of work and are accountable for timely delivery. As a senior machi…",machine learning engineer
Senior Machine Learning Engineer,Thoughtworks,"Bangalore, Karnataka",,,"Senior Machine Learning Engineers at Thoughtworks build, maintain and test the architecture and infrastructure for managing machine learning applications. They are involved in supporting and contributing to the design of the end-to-end applications and products. They are responsible for building core capabilities including technical and functional machine learning systems and applications, being the anchor for functional streams of work and are accountable for timely delivery. As a senior machi…",machine learning engineer
Lead Machine Learning Engineer,Cohere Health,"Hyderabad, Telangana",,,"Opportunity Overview: As a Lead Machine Learning Engineer, you’ll join our growing team of world-class machine learning engineers and clinical experts to deploy machine learning models that help automate burdensome administrative clinical practices. Our ML team’s work is focused on designing, deploying, and monitoring production models which extract or predict relevant clinical findings from structured and unstructured data sources. What you’ll do: Design, develop and deploy advanced machine le…",machine learning engineer
AWS Machine Learning Engineer,Highrise Solutions LLP,"Pune, Maharashtra",,,"Job Description: BASIC PURPOSE: The primary responsibilities of the AWS Machine Learning Engineer are to design, develop and deploy Machine learning models using AI/ML technologies within the AWS framework. This role will collaborate closely with the product and software development teams to operationalize these ML solutions for automating key business processes across the enterprise for both talent-facing and internal applications. ESSENTIAL FUNCTIONS: Leverage AWS ML platform services and fra…",machine learning engineer
Principal Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"Career Category Engineering Job Description Principal Machine Learning Engineer Role Name: Principal Machine Learning Engineer Department Name: AI & Data Science Role GCF: 6A ABOUT AMGEN Amgen harnesses the best of biology and technology to fight the world’s toughest diseases, and make people’s lives easier, fuller and longer. We discover, develop, manufacture and deliver innovative medicines to help millions of patients. Amgen helped establish the biotechnology industry more than 40 years ago …",machine learning engineer
Principal Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"Principal Machine Learning Engineer Role Name: Principal Machine Learning Engineer Department Name: AI & Data Science Role GCF: 6A ABOUT AMGEN Amgen harnesses the best of biology and technology to fight the world's toughest diseases, and make people's lives easier, fuller and longer. We discover, develop, manufacture and deliver innovative medicines to help millions of patients. Amgen helped establish the biotechnology industry more than 40 years ago and remains on the cutting-edge of innovatio…",machine learning engineer
Sr. Machine Learning Engineer,MM Staffing & Career Consultants,India,,,"Job Description: We are looking for an experienced Sr. Machine Learning Engineer to lead the development of cutting-edge Generative AI applications and scalable AI platforms. This is a high-impact technical leadership role for professionals passionate about LLMs, NLP, deep learning, and production-grade AI systems.  Location: Open  Experience: 5 Years ️ Tech Stack: Python, SQL, PyTorch, TensorFlow, LangChain, AWS, NLP, RAG, Vector Databases, Kafka, Spark, Hadoop  Key Responsibilities: • Archite…",machine learning engineer
Machine Learning Engineer (T25),eBay,"Bangalore, Karnataka",,,"At eBay, we're more than a global ecommerce leader — we’re changing the way the world shops and sells. Our platform empowers millions of buyers and sellers in more than 190 markets around the world. We’re committed to pushing boundaries and leaving our mark as we reinvent the future of ecommerce for enthusiasts. Our customers are our compass, authenticity thrives, bold ideas are welcome, and everyone can bring their unique selves to work — every day. We're in this together, sustaining the futur…",machine learning engineer
Machine Learning Engineer II - T&S,Booking Holdings,"Bangalore, Karnataka",,,"Role Description Booking Holdings (NASDAQ: BKNG) is the world leader in online travel and related services, provided to customers and partners in over 220 countries and territories through six primary consumer-facing brands - Booking.com, KAYAK, Priceline, Agoda.com, Rentalcars.com, and OpenTable. The mission of Booking Holdings is to make it easier for everyone to experience the world. During 2019, the Company had consolidated revenues and net income of $15.1 billion and $4.9 billion, respecti…",machine learning engineer
Senior Machine Learning Engineer,AthenasOwl,"Mumbai, Maharashtra",1000000.0,2000000.0,"Company Profile and Job Description About us: AthenasOwl (AO) is our “AI for Media” solution that helps content creators and broadcasters to create and curate smarter content. We launched the product in 2017 as an AI-powered suite meant for the media and entertainment industry. Clients use AthenaOwl's context adapted technology for redesigning content, taking better targeting decisions, automating hours of post-production work and monetizing massive content libraries. For more details visit: ww…",machine learning engineer
Sr. Machine Learning Engineer,Conga,"Bangalore, Karnataka",,,"A career that’s the whole package! At Conga, we’ve built a community where our colleagues can thrive. Here you’ll find opportunities to innovate and support growth through individual and team development, all within an environment where every voice is heard. Conga lines up commercial operations so companies run as connected, smarter businesses. By unifying the people and processes that drive commerce, Conga aligns pricing, quoting, contracting, rebates, and communications so teams stay in sync …",machine learning engineer
Senior Machine Learning Engineer,Barracuda Networks,"Bangalore, Karnataka",,,"Envision yourself at Barracuda: We are looking for a talented Senior Machine Learning Engineer to join our growing team and help us develop cutting-edge Machine Learning detection solutions for our email protection products. As part of the Efficacy engineering team, you will be responsible for designing and implementing innovative machine learning algorithms that can analyze vast amounts of data and detect threats in real-time. You will be part of a team that is responsible for detecting email …",machine learning engineer
Sr Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"As a Sr Machine Learning Engineer, you will build and model digital product and platforms that bring Amgen's AI/ML and GenAI solutions to life. This role has to collaborate with Amgen's Technical Architect, Product Manager, UX designers, and Back-end engineers to design secure, scalable, and user-centric products that accelerate discovery, manufacturing, and commercial analytics, corporate functions products Key Responsibilities  Strong experience with statistics and machine learning, including…",machine learning engineer
Applied Machine Learning Engineer,Gipfel & Schnell Consultings Pvt Ltd,India,0.0,2000000.0,"Hi , We have an Excellent job Opportunity for "" Applied Machine Learning Engineer"" with one of thr Product based organization for Remote Working Mode or for Mumbai Location. Job Responsibilities: Apply your knowledge of ML and statistics to conceptualise, experiment, develop & deploy machine learning & deep learning systems. Understanding the business objectives & defining the right target metrics to track performance & progress. Defining & building datasets with the appropriate representation …",machine learning engineer
Principal Machine Learning Engineer,Equinix,India,,,"Who are we? Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, life and planet. A place where bold ideas are welcomed, human connection is valued, and everyone has the opportunity to shape their future. Help us challenge assumptions, uncover bias, and remove barriers—because progress starts with fresh ideas. You’ll find belonging, purpose, and a team that welcomes you—because when you feel valued, you’re em…",machine learning engineer
Staff Machine Learning Engineer,Uber,"Hyderabad, Telangana",,,"What You'll do: Apply leading Models to solve business problems Use models from GPT to LLama to solve wide range of business problems from sales tech, employee productivity, coding and automation Build RAG frameworks Build Langchain modules Model Development and Implementation: Design, develop, and deploy machine learning models to solve complex problems and improve user experiences, operational efficiency, or system performance. Utilize a variety of data sources, types, and structures to extra…",machine learning engineer
Sr Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"Career Category Engineering Job Description Position Overview The GCF5 Sr Machine Learning Engineer is the senior technical leader for the Agentic & ML Platform pillar. They define and socialize platform standards and patterns, lead multi-team delivery, mentor GCF4 engineers, and translate scientific needs into scalable ML/agentic platform designs. They own pillar-level adoption, reliability, and SLA/SLO outcomes, and influence cross-team engineering quality. This role reports to the GCF7 leade…",machine learning engineer
Machine Learning Engineer - I,Phenom,"Bangalore, Karnataka",,,"Job description Job Summary: As a Machine learning engineer who will develop self-running AI software to automate predictive models for recommended searches for our AI Engine. Who will design machine learning systems, apply algorithms to generate accurate predictions, and resolve data set problems. What you'll do Partner with data scientist working on discovery, prototypes and pilot. Focus on experiment tracking. Partner with data scientist & ML engineers to design, develop, and deploy deep & m…",machine learning engineer
"Machine Learning Engineer, VP",Natwest Group,"Bangalore, Karnataka",,,"Join us as a Machine Learning Engineer In this role, you’ll be driving and embedding the deployment, automation, maintenance and monitoring of machine learning models and algorithms Day-to-day, you’ll make sure that models and algorithms work effectively in a production environment while promoting data literacy education with business stakeholders If you see opportunities where others see challenges, you’ll find that this solutions-driven role will be your chance to solve new problems and enjoy…",machine learning engineer
Senior Machine Learning Engineer,Barracuda Networks,"Bangalore, Karnataka",,,"Come Join Our Passionate Team! At Barracuda, we make the world a safer place. We believe every business deserves access to cloud-enabled, enterprise-grade security solutions that are easy to buy, deploy, and use. We protect email, networks, data, and applications with innovative solutions that grow and adapt to our customers’ journeys. More than 220,000 organizations worldwide trust Barracuda to protect them — in ways they may not even know they are at risk — so they can focus on taking their b…",machine learning engineer
Senior Machine Learning Engineer,Goodyear,India,,,"Staff Data Scientist/Machine Learning Engineer Are you interested in an exciting opportunity to drive success with data? The Data Driven Engineering team at Goodyear in the Innovation Centers in Colmar-Berg, Luxembourg and Akron, Ohio, United States and in the Goodyear Technical Center in Hyderabad, India does just that. The team is focused on developing tools, applications and insights in support of the virtual tire development mission that seeks to develop a virtual framework for tire design …",machine learning engineer
Senior Machine Learning Engineer,Coinbase,India,,,"Ready to do the most impactful work of your career? Athttps://www.coinbase.com/careers. The CX Intelligence team is part of Coinbase's Enterprise Applications and Architecture org and builds the customer-facing and internal CX experiences that connect the Help Center, chatbots (CBCB), and agent workflows. The team owns the multi-agent platform which powers coinbase chat, Help Center and agent tooling surfaces, partnering closely with Conversation Design, CX, and other Engg teams to deliver secu…",machine learning engineer
Senior Machine Learning Engineer,Spector.ai,"Bangalore, Karnataka",,,"Role Description We are seeking an experienced machine learning engineer to join our seasoned founding team to drive the development and innovation of our ML platform. Ideal candidates bring extensive experience in building the next generation of machine learning models and its training and serving infrastructure for the Spector. This role requires a hands-on tech lead who is passionate about our mission, thrives in a startup environment, and is committed to pushing the boundaries of what ML an…",machine learning engineer
Senior Machine Learning Engineer,PubMatic,India,,,"About the Role We are hiring a results-oriented Senior Machine Learning Engineer to join our growing team in Pune on a hybrid schedule. Reporting to the Director of Machine Learning, you will partner with Product and Engineering teams to both solve problems and identify new opportunities for the business. The ideal candidate will apply quantitative analysis, modeling, and data mining to help drive informed product decisions for PubMatic  get things done. What You'll Do Perform deep dive analysi…",machine learning engineer
"Machine Learning Engineer, Director",Natwest Group,"Bangalore, Karnataka",,,"Join us as a Machine Learning Engineer You’ll lead, drive and embed the deployment, automation, maintenance and monitoring of machine learning models and algorithms to make sure that that they work effectively in a production environment We’ll look to you to understand the complex requirements and needs of business stakeholders, developing strong relationships, and how machine learning solutions can meet those needs to achieve business strategy goals This is a high-profile role that offers cons…",machine learning engineer
Sr Machine Learning Engineer,Amgen,"Hyderabad, Telangana",,,"Career Category Information Systems Job Description We are seeking a Sr Machine Learning Engineer—Amgen’s most senior individual-contributor authority on building and scaling end-to-end machine-learning and generative-AI platforms. Sitting at the intersection of engineering excellence and data-science enablement, you will design the core services, infrastructure and governance controls that allow hundreds of practitioners to prototype, deploy and monitor models—classical ML, deep learning and L…",machine learning engineer
Senior Machine Learning Engineer,Real,India,,,"Real (Nasdaq: REAX) is a publicly traded, fast-growing global real estate brokerage powered by technology and driven by people. Since our founding in 2014, we’ve been reimagining the residential real estate experience. With operations across the U.S., Canada, India, and the District of Columbia, we’re leading the industry with our cutting-edge platform that empowers agents, simplifies the buying and selling journey, and unlocks greater financial opportunities. At Real, we believe in pairing Tec…",machine learning engineer
Senior Machine Learning Engineer,Aftershoot,India,,,"At Aftershoot, we’re building a global community of photographers who spend less time behind their screens and more time behind the lens. Every feature we create, every update we ship, is designed to make post-processing easier, faster, and smarter for photographers around the world. From culling to editing to retouching. Our AI tools do all the heavy lifting, so photographers can focus on what they do best: capturing moments, telling stories, and creating magic. We’re a fast-growing, passionat…",machine learning engineer
Senior Machine Learning Engineer,JioStar,India,,,"Job Title: Senior Machine Learning Engineer Department, Level: Subs/Pay, X22 Location: Bangalore Work Type: Full time JOB SUMMARY: As a Sr. ML Engineer on the Subs Intelligence team, you will work closely with Subscriptions Data Scientists to build the pipelines and feature stores that take journey-prediction and intervention-matching models — churn risk, conversion propensity, and offer/response models — into production, and ensure their ongoing upkeep. You will also build the workflow and pip…",machine learning engineer
Principal Machine Learning Engineer,Atlassian,"Agram, Bangalore",,,"Working at Atlassian Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed-first company. As a Principal Machine Learning Engineer, you will set the technical direction for how AI is built and shippe…",machine learning engineer
